# The count includes the diagonal cell (x,x).
# Ratios use exact integer arithmetic and are shown to 50 decimal places.
# "3,1 pattern" means gcd>1 blocks of lengths 3 and 1 alternate between single blue cells without end.
# combined_flag is "both" exactly when x_flag="between_primes" and pattern_flag="3,1 pattern".
# bot_boring__only=False: when True, only rows with at least one interesting flag are written.
column_x  non_blue  x_flag          pattern_flag  combined_flag                                        non_blue/total
     262       132  neither         -             -              0.50381679389312977099236641221374045801526717557252
     263         1  prime           -             -              0.00380228136882129277566539923954372623574144486692
     264       184  neither         -             -              0.69696969696969696969696969696969696969696969696970
     265        57  neither         -             -              0.21509433962264150943396226415094339622641509433962
     266       158  neither         -             -              0.59398496240601503759398496240601503759398496240602
     267        91  neither         -             -              0.34082397003745318352059925093632958801498127340824
     268       136  neither         -             -              0.50746268656716417910447761194029850746268656716418
     269         1  prime           -             -              0.00371747211895910780669144981412639405204460966543
     270       198  between_primes  -             -              0.73333333333333333333333333333333333333333333333333
     271         1  prime           -             -              0.00369003690036900369003690036900369003690036900369
     272       144  neither         -             -              0.52941176470588235294117647058823529411764705882353
     273       129  neither         -             -              0.47252747252747252747252747252747252747252747252747
     274       138  neither         -             -              0.50364963503649635036496350364963503649635036496350
     275        75  neither         -             -              0.27272727272727272727272727272727272727272727272727
     276       188  neither         -             -              0.68115942028985507246376811594202898550724637681159
     277         1  prime           -             -              0.00361010830324909747292418772563176895306859205776
     278       140  neither         -             -              0.50359712230215827338129496402877697841726618705036
     279        99  neither         -             -              0.35483870967741935483870967741935483870967741935484
     280       184  neither         -             -              0.65714285714285714285714285714285714285714285714286
     281         1  prime           -             -              0.00355871886120996441281138790035587188612099644128
     282       190  between_primes  -             -              0.67375886524822695035460992907801418439716312056738
     283         1  prime           -             -              0.00353356890459363957597173144876325088339222614841
     284       144  neither         -             -              0.50704225352112676056338028169014084507042253521127
     285       141  neither         -             -              0.49473684210526315789473684210526315789473684210526
     286       166  neither         -             -              0.58041958041958041958041958041958041958041958041958
